Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,GeoCode,Value
2018,на 1000 родившихся,девочки,Павлодарская,городское население,,,,,4.17
2010,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,,8.161044613710555
2011,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,,4.972375690607733
2012,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,,8.060182697474476
2013,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,,5.411255411255411
2014,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,,3.808487486398259
2015,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,,4.296455424274973
2016,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,,3.820960698689956
2017,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,,5.63380281690141
2018,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,,6.94
2010,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,,14.626635873749034
2011,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,,11.428571428571427
2012,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,,12.606232294617564
2013,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,,8.120478369998523
2014,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,,8.217270194986073
2015,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,,6.9592387444965205
