Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,GeoCode,Value
2014,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,,,,KZ16,8.33
2015,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,,,,KZ16,7.92
2016,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,,,,KZ16,5.14
2017,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,,,,KZ16,6.686714120766879
2018,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,,,,KZ16,12.55
2010,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,,,,KZ15,20.81
2011,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,,,,KZ15,20.17
2012,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,,,,KZ15,17.48
2013,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,,,,KZ15,14.51
2014,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,,,,KZ15,12.5
2015,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,,,,KZ15,11.15
2016,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,,,,KZ15,9.86
2017,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,,,,KZ15,6.946514907332796
2018,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,,,,KZ15,8.75
2010,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,,,,KZ05,13.21
2011,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,,,,KZ05,11.94
2012,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,,,,KZ05,13.17
2013,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,,,,KZ05,9.89
2014,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,,,,KZ05,7.93
2015,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,,,,KZ05,8.49
2016,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,,,,KZ05,6.99
2017,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,,,,KZ05,6.411370931534072
2018,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,,,,KZ05,7.7
2010,на 1000 родившихся,мальчики,г.Алматы,городское население,,,,KZ02,19.87
2011,на 1000 родившихся,мальчики,г.Алматы,городское население,,,,KZ02,18.55
2012,на 1000 родившихся,мальчики,г.Алматы,городское население,,,,KZ02,13.7
2013,на 1000 родившихся,мальчики,г.Алматы,городское население,,,,KZ02,12.34
2014,на 1000 родившихся,мальчики,г.Алматы,городское население,,,,KZ02,9.18
2015,на 1000 родившихся,мальчики,г.Алматы,городское население,,,,KZ02,9.68
2016,на 1000 родившихся,мальчики,г.Алматы,городское население,,,,KZ02,8.7
2017,на 1000 родившихся,мальчики,г.Алматы,городское население,,,,KZ02,7.3953543075996935
2018,на 1000 родившихся,мальчики,г.Алматы,городское население,,,,KZ02,9.34
2010,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,,,,18.18
2011,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,,,,15.79
2012,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,,,,15.12
2013,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,,,,12.84
